12970	7576	\N
12970	17888	\N
12970	1902	\N
12970	3374	\N
12970	1903	\N
12970	532	\N
12970	8596	\N
12970	8117	\N
12970	8118	\N
12970	6261	\N
12970	12968	\N
12970	15294	\N
12970	429	\N
12970	12969	\N
12970	19062	\N
12970	113	\N
12970	26853	\N
12970	14	\N
12970	7580	\N
12970	16561	\N
12970	11734	\N
12970	12971	\N
12970	26928	\N
12970	11784	\N
12970	12972	\N
12970	122	\N
12970	11314	\N
12970	13024	\N
12970	8405	\N
12970	18467	\N
12970	1917	\N
12970	16916	\N
12970	10884	\N
12970	11259	\N
12970	9153	\N
12970	11315	\N
12970	7583	\N
12970	7065	1230708742
12970	24536	\N
12970	8614	\N
12970	11316	\N
12970	22663	\N
12970	8123	\N
12970	12975	\N
12970	22666	\N
12970	129	\N
12970	3898	\N
12970	12976	\N
12970	25542	\N
12970	11318	\N
12970	18470	\N
12970	25543	\N
12970	8410	\N
12970	11319	\N
12970	5438	\N
12970	23104	\N
12970	132	\N
12970	12980	\N
12970	3988	\N
12970	20905	\N
12970	1928	\N
12970	8127	\N
12970	10813	\N
12970	27212	\N
12970	8634	\N
12970	5120	\N
12970	18473	\N
12970	13423	\N
12970	12642	\N
12970	20025	\N
12970	12991	\N
12970	7743	\N
12970	27213	\N
12970	22669	\N
12970	15299	\N
12970	16249	\N
12970	27214	\N
12970	26931	\N
12970	25548	\N
12970	27215	\N
12970	27216	\N
12970	599	\N
12970	12992	\N
12970	12993	\N
12970	12995	\N
12970	27217	\N
12970	25743	\N
12970	8432	\N
12970	1103	\N
12970	27218	\N
12970	25552	\N
12970	11820	\N
12970	27219	\N
12970	22313	\N
12970	26767	\N
12970	26937	\N
12970	22149	\N
12970	12997	\N
12970	16577	\N
12970	25556	\N
12970	18868	\N
12970	22677	\N
12970	8688	\N
12970	22679	\N
12970	13005	\N
12970	26948	\N
12970	8695	\N
12970	608	\N
12970	3703	\N
12970	24369	\N
12970	11680	\N
12970	11498	\N
12970	11324	\N
12970	12335	\N
12970	10946	\N
12970	10947	\N
12970	13008	\N
12970	22682	\N
12970	8703	\N
12970	11550	\N
12970	26952	\N
12970	13496	\N
12970	19574	\N
12970	7765	\N
12970	7632	\N
12970	22338	\N
12970	15304	\N
12970	22339	\N
12970	11325	\N
12970	13011	\N
12970	22245	\N
12970	27220	1230638300
12970	18869	\N
12970	27221	\N
12970	3736	\N
12970	160	\N
12970	24546	\N
12970	27222	1229366556
11076	2665	\N
11076	8732	\N
11076	21518	1163780864
11076	6995	\N
11076	5054	\N
11076	8834	1160497521
11076	5057	\N
11076	9125	\N
11076	2273	\N
11076	13422	\N
11076	2668	\N
11076	8743	\N
11076	11112	1159808499
11076	2669	\N
11076	6941	\N
11076	2670	\N
11076	4152	1165266029
11076	10998	\N
11076	11502	1157490104
11076	2671	1158096295
11076	11114	1159969644
11076	2672	1206839021
11076	2673	1158795139
11076	118	1207169453
11076	11631	1166757947
11076	5063	1160137518
11076	11503	\N
11076	1724	1164903858
11076	8073	\N
11076	8087	\N
11076	8751	\N
11076	12687	\N
11076	1445	1157586612
11076	4124	1163539527
11076	8753	\N
11076	11633	1160948521
11076	11505	1161987279
11076	14657	1160690198
11076	2676	1166049342
11076	18206	\N
11076	20172	1158211243
11076	11123	\N
11076	1449	1167438246
11076	9433	1160711354
11076	11081	1216323193
11076	11082	1207798712
11076	14661	1157635500
11076	20289	1160340680
11076	24689	1173541650
11076	12691	1192676767
11076	3184	1206827810
11076	11637	1177896216
11076	8040	1225479810
11076	280	\N
11076	14638	1179965143
11076	11515	1169435993
11076	20058	1184713654
11076	15719	1215395364
11076	11516	1180087143
11076	6891	1183435980
11076	1619	1228838952
